headline,word1,word2,joke,label
孩子否认有女朋友被妈妈调侃,说,朋友,妈妈问我：“有女（男）朋友了么？” 我说：“没有。” 妈妈说：“这个可以有。” 我说：“这个真没有！”,1
马未减速她头持续反弹,反弹,头,她的头继续在地上反弹，马甚至没有停下来或减速。,1
妻子懂丈夫后停止倾听,学会,倾听,当一个男人的妻子学会了解他时，她就不再听他了。,1
贷款新规：证明你不需要它,证明,贷款,规则：要获得贷款，首先证明你不需要它。,1
学生上课打瞌睡被老师质问,睡,觉,一男一女上课时打瞌睡被老师发现了。 老师气冲冲地质问道：“上课时睡什么觉，你们昨晚都干什么了？”,1
政治家支持人们堕落,支持,堕落,一位政治家将支持他认为人们会堕落的东西。,1
考试只挂两科：文科理科,挂,科目,这次考试考得很不错啊，只挂了两科，文科和理科。,1
词汇传播引发人群聚集坟墓周围,传播,坟墓,到了第二天，这个词已经传播开来，一群人聚集在坟墓周围。,0
老干部去世引百圈送葬,送,花圈,一老干部去世，吊唁者送有约百只花圈，小女放学归来见门口有如此多花圈，吃惊地问：妈妈，怎么一下死这么多人？,1
加州葡萄酒品鉴邀约,提供,葡萄酒,我们只提供最好的加州葡萄酒。你带了什么？,0
临近截止时加入戏剧元素,加入,戏剧,将戏剧添加到生活中的一个完美方法是等到最后期限迫在眉睫。,0
同事逛街叹奶粉价，立志争气,争气,奶粉,和同事逛街，看到婴儿奶粉的价格，这姑娘叹口气。 很深沉地拍拍自己的胸：“一定要争气啊…”,1
地板可见则无需清洁,看到,地板,如果你能看到地板，就不需要清洁了。,1
红肉有害，绿肉更危险,对你,绿肉,红肉对你不好。模糊的绿肉更糟糕。,1
秋天到来，西北风变可饮,喝,风,夏天就是不好，穷的时候连西北风都没得喝，幸亏现在是秋天了。,1
邻居用弟弟年龄算出女友年龄引热议,算出,年龄,傻姑娘：你看我多大？邻居：44岁。傻姑娘：你怎么算出来的？邻居：我有个22岁的弟弟，比你傻一半！,1
钱的三种命运：纸、钱、纸钱,花,钱,钱这个东西，不花它就是纸，花了就叫钱，把它烧了那叫纸钱。,1
网友调侃拍照差点成美女帅哥,差点,美女,差点是美女/帅哥。,1
高考落榜少年靠奖金买iPhone,攒,奖金,我们高中每学期给年级前十发一千元奖金。 一牛人，高一上学期到高三上学期都拿奖金，攒了五千，高三下学期买了个iPhone。 后来，高考落榜了……,1
丈夫吐槽隔壁小张频繁亲吻妻子,吻,老婆,老婆说：你看隔壁的小张多好，每次出去都吻他的老婆，你该象他学学啊！ 老公说：不行啊，我跟她不熟啊！！！,1
抢亲现场刽子手加速执行,抢,亲,我下午还要去抢亲，刽子手你能不能动手快点。,1
鬼魂开鞋店被嘲无脚,合伙,鞋店,老鬼：小鬼，前几天你家里烧来的纸钱呢？ 小鬼：跟大鬼合伙投资了。 老鬼：赚了没有？ 小鬼：……这个傻瓜，鬼没有脚，它却非要开鞋店！,1
科学家用妻子名字命名新病毒,命名,病毒,细菌学家对自己的妻子说：亲爱的，我为您的生日准备了一件意想不到的礼物。 太好了，是什么呀？ 我用您的名字命名了一种新的病毒。,1
小孩称洗澡水烫掉他人阴部仅留自己,烫掉,小鸡鸡,小孙子天真地对奶奶说：今天下午我与妈妈去洗澡了，今天的水太烫了，所有的人的小鸡鸡都烫掉了，只剩下我的。,1
虾米竟是海鲜？网友震惊,当,虾米,别把虾米不当海鲜。,1
戴帽省电新方法引发关注,节省,灯光,通过关闭房子里的所有灯光并戴着矿工的帽子走动来节省电力。,0
专用锁导致高昂锁定服务费用,导致,销钉,当客户拥有大量专用锁时，锁定将需要非常昂贵的服务和销钉套件。,0
孩子误将老鼠药当成药品,误认,老鼠药,孩子：妈妈，这是什么？ 妈妈：这是老鼠药。 孩子：妈妈，我们家的老鼠生病了吗？,1
童年出游记忆成力量源泉,记得,车,我家人出游的记忆仍然是我的力量源泉。我记得我们都把车都塞进车里 - 我忘记它是什么样的 - 开车和开车。我不知道我们要去哪里，但我觉得那里有一些树。当我们玩任何运动时，空气中的气味都很强烈。我记得我们叫做“爸爸”的一个更大，更老的家伙。我们吃了一些东西，不管怎么样，然后我想我们就回家了。我猜有些事情永远不会离开你。,1
丈夫调侃成绩单四个‘2’,甩,2,妻子：孩子爸爸，你看咱们宝贝儿子的成绩单，连是四个‘2’。 丈夫：二是主牌呀，难得一下子来四个，还可以横甩呢！……,1
瘾君子的重复成瘾现象揭秘,导致,瘾君子,一件事导致另一件事？不总是。有时候有一件事会导致同样的事情。问任何瘾君子。,1
学生答：黄金在字典里,找,黄金,师：你能告诉我一个保证找到黄金的地方吗？ 生可以。 师：在哪儿？ 生：字典里。,1
背刺需配扭刀技能,扭刀,背刺,如果你不能扭刀，那么背刺的意义何在？,0
夫妻吐槽婚后缺乏浪漫,回到,旧社会,老婆总觉得婚后生活不够浪漫，就对老公说：“我们再谈一次恋爱如何？” 谁知老公忙不迭地摆手说道：“算了吧，我可不愿再回到万恶的‘旧社会’！”,1
核战争已现真容,看到,战争,如果你看过一场核战争，你就已经看到了它们。,0
黑色幽默下的高等教育流氓现象,变成,流氓,当生活心怀歹毒地将一切都搞成了黑色幽默，我顺水推舟把自己变成了一个受过高等教育的流氓。,1
悲伤者需学会应对情绪困扰,教导,悲伤,那些喝酒淹没他们的悲伤的人应该被教导，悲伤知道如何游泳。,0
挥手即成牛逼青年壮劳力,挥手,壮劳力,"以后只要你一挥手,我就是牛逼青年壮劳力,哪里需要哪里去！",1
囚犯越狱竟靠馒头断钢筋,弄断,钢筋,监狱里的囚犯越狱被捉，警察问他为什么越狱啊， 他说因为食堂饮食啊， 警察又问你拿什么弄断钢筋的， 囚犯说：“中午的馒头啊！”,1
精神病人称上帝授意其为总统,狂叫,总统,一精神病人狂叫：我是总统，你们都得听我的！ 主治医生问他：谁说的？ 病人：上帝说的。 听到这儿，旁边一个病人突然跳起来：我可从来没说过！,1
用无钱买不需要之物,购买,东西,我们用我们没有的钱购买我们不需要的东西，给那些我们不知道的人留下深刻的印象。,1
网友吐槽互泼脏水荒废冲厕资源,泼,脏水,别做点错事就把什么脏水都往自己身上泼，姐还要留着冲厕所呢。,1
考生考场挑凉快位子被老师点赞,挑,位子,期末考试，大伙都做了小抄。 一屌丝到考场后挑位子。挑了一个很凉快的地。 考完悲催的说，老师也觉得那个地方凉快。 一场考试下来都没动过。,1
保姆自称不挑食惹笑,吃,鹦鹉,女主人问新雇来的保姆：告诉我，姑娘，你喜欢鹦鹉吗？　　　别担心，太太，我什么都吃，不挑食。,1
各大洲以相同字母结尾引热议,结尾,大洲,各大洲的名字都以它们开头的相同字母结尾。,0
老婆称谓揭秘：大房二房源于古代婚姻制度,叫,房,我从前一直不明白，为啥老婆叫大房 ，二房，如今真的懂了，古人诚不欺我也。,1
悲观者借钱不期待还款,借钱,悲观,从悲观主义者那里借钱 - 他们不会期待它回来。,1
网友吐槽难题难发音,打赌,发音,我不知道你的问题是什么，但我敢打赌它很难发音。,1
画中泪水引发观者共鸣,看到,泪水,看到画中的泪水，我流下了眼泪。,0
公交上点歌引出张学友经典情歌,点,歌,“主持人你好，我正挤在1路公交车上，我想给前面靠窗的那位姑娘点一首歌，就是张学友的那首，你知道的，对对对，1路上有你，挤一点也愿意。”,1
小明用肩膀回答问路问题,拍,肩膀,一行人向小明问路，于是拍拍他的肩膀，问：小弟弟，这里是中山路吗？ 小明看了他一眼，说：不对，这里是我的肩膀。,1
肉包子特价促销引网友热议,买,包子,什么？1个肉包子才2毛钱，帮老子买1笼，要热的！回头给你钱。,1
天才靠灵感和资本收益致富,获得,收益,天才是10％的灵感和50％的资本收益。,1
婚姻需经历人渣才能成立,经历,人渣,不经历人渣，怎么能出嫁，没有人能随随便便当妈。,1
结束与开始的悖论引发思考,结束,列表,为什么，当我结束手表时，我会开始它，但是当我结束这个列表时，我结束了它？,0
孩子选择父母养老院引热议,选择,养老院,对你的孩子好 - 他们选择你的养老院。,1
妈妈偏心弟弟抗议包装问题,添购,包装,弟弟妹妹都是爱漂亮的年纪，对身上的衣着很讲究。但是妈妈常为妹妹添购新衣，而忽略了弟弟，弟弟不免要抗议妈妈偏心，妈妈的理由是：外销的东西，要特别讲究包装。,1
乔安妮睡觉时呻吟引关注,呻吟,睡觉,乔安妮 - 睡觉时呻吟，不能做饭，醒来时呻吟！,0
人们追求更高品质的交往,喜欢,交往,我自言自语，因为我喜欢和更好的人交往。,0
有人喝知识泉源，有人只漱口,喝,泉源,有些人喝知识的泉源......其他人只是漱口。,1
战士偷偷亲吻被曝光,偷偷,亲吻,两军战士趁别人不注意偷偷亲在了一起。,1
唱片录音意外清空,删除,记录,我打算把一些唱片录到录音带上，但我把电线向后拉了。我删除了所有记录。当我把它们还给我的朋友时，他说：“嘿，这些记录都是空白的。”,0
乐观者称掉河即洗澡,掉进,洗澡,乐观主义者：如果他不小心掉进河里就开始洗澡的人。,0
寝室玩笑引出奇葩误解,搁,洗衣粉,寝室里有人说：“我搁的洗衣粉儿太多了。” 一个哥们问：“你哥的媳妇儿太多了?有几个？送我两个玩玩！”,1
班级逃课罚款引笑料,逃课,罚款,班文任在班里宣布：“为了制止逃课现象，我们班实行罚款制。以后每逃一节课罚款五块，充为班费。” 一同学拿出十元，对同桌说：“我下午准备逃十块钱儿的。”,1
男子误认私奔邀约是老婆卧底,私奔,卧底,女轻松：假如给你一次私奔的机会，你愿意和我私奔吗？ 男紧张：我靠！太撼了，你是我老婆派来的卧底吧！,1
老公建议带肥料袋逛街惹笑,指着,肥料袋,老婆准备上街，在研究带哪个包逛街又漂亮又能装东西。 老公指着窗外：“那边好像有个肥料袋，带那个吧，可以装好多东西，又个性，还没人跟你撞包。”,1
网友调侃走牛B路让傻B沉默,走,牛B,走牛B的路，让傻B去说吧！,1
夫妻对话调侃妈妈与家长身份,穿,衣服,妻子：老公，我穿这件衣服就不象孩子妈妈了吧？ 丈夫：不象，象家长。,1
住地下室成深度象征,住在,地下室,"我是一个很有深度的人,因为我住在地下室。",1
没有手机，其实只是不爱看书,以为,手机,曾经以为自己从小爱看书，现在想想其实不过是没有手机。,1
女性穿衣引发热议,穿,内裤,你为什么要穿一条内裤，只穿一个文胸？,0
父亲要求女儿夸自己才帮忙,夸,爸爸,老邓六岁的女儿小可求父亲帮她做一件事，老邓说：“行，那你得夸一下爸爸先。” 小可：“老邓，你女儿长得很漂亮！”,1
今日事件超越昨日感受,看到,事情,如果你认为昨天不好，请等到你看到今天发生的事情。,0
奶牛产两种牛奶一健康一致命,生产,牛奶,奶牛有能力生产两种牛奶 - 含有健康钙的营养白色液体，以及含有致命神经毒素的更美味的混合物。农民说大多数牛奶属于前者。,0
转圈看似有效，六枪打墙不可行,转圈,六枪,我不能用六枪打墙，但我可以转一圈。看起来不错。,0
