headline,word1,word2,joke
家长误将货币称为秤量单位,叫做,英镑,明明：爸爸，英镑是什么? 爸爸：英镑嘛，就是英国的磅秤，大约和我们的钓秤差不多。 明明： 那么卢布呢? 爸爸：苏联的卢布相当于中国的华达呢。
戒烟者竟成杀人元凶,试图,戒烟,吸烟不会杀人。试图戒烟的人会杀人。
记忆误报男子结婚纪念日,告诉,纪念日,记忆是告诉男人他昨天的结婚纪念日。
男子知识泉源只漱口,漱口,泉源,当他来到知识的泉源时，他只是漱口。
男生误入女厕引笑谈,去,厕所,新生问同桌：“男厕所在哪儿？” 同桌答道：“在女厕所旁边。” 新生：“那女厕所在哪儿？” 同桌一脸纳闷：“你一个大男生，去女厕所干吗？”
农民大爷手持冰箱电视跑步引热议,手持,电视机,我走进了一家百货商店，啊，看来人民生活水平的确提高了，你看那位农民老大爷，左手一台电冰箱，右手一台电视机，一溜小跑。
学生被夸丑反遭喜欢,盯着,丑人,班里有个男生长得太丑了，真的是太丑了。 我经常上课盯着他看，边看边想：怎么有这么丑的人呢？ 没想到，他到处跟别人说我喜欢他……
历史教训被忽视将重演,拒绝,覆辙,那些拒绝从历史中吸取教训的人注定要重蹈覆辙。
图书馆发现书籍被复制而非保留原版,复制,书籍,然而，他注意到他们正在复制副本，而不是原始书籍。
拒绝测试却要证词,想要,证词,我们想要一个证词，但我们不想要测试。
员工迟到却提前离开弥补,提前,离开,我总是迟到办公室，但我提前离开弥补了它。
夫妻沉默两个月引离婚潮,离婚,老婆,阿强对朋友说：“我想离婚，我的太太已经有两个月没有和我说半句话了。” “你得考虑清楚啊。”朋友劝告他：“现在这种老婆已经很难找了。”
孩子质疑鸡蛋含生命，母鸡成焦点,变出,小鸡,妈妈，小鸡是从哪儿来的？ 母亲：是从鸡蛋里变出来的。 那以后我可不敢吃鸡蛋了。 为什么？ 要是在我肚子里也变出小鸡来，该怎么办哪。
顾客要求靠近服务员的桌子引发餐厅热议,问,桌子,当我去餐馆时，我总是问经理，“给我一张靠近服务员的桌子。”
情侣互怼：喜欢不看我,喜欢,你,某女：“你究竟看上我哪点了？我改还不行么。” 某男：“我就是喜欢你不喜欢我，你改啊。”
折叠物品最省安全,折叠,口袋,最省钱的最安全方法是将它折叠一次并放在口袋里。
孩子误入动物园看狗熊引热议,看,狗熊,你这个孩子怎么不懂事啊？舅舅正在这里，你怎么还会想到要去动物园看狗熊？
孩子问唱歌会感冒？家长震惊,唱,感冒,爸爸带儿子上街，路边的音响播放一首爱情歌曲，儿子跟着学唱，爸爸制止道：“不要唱，这歌不健康。” 儿子好奇地问：“怎么，唱这个会感冒吗？”
牙膏竟从沙发挤到房门口,挤,牙膏,淘气的贝克知道妈妈回来了，从房中冲出来：妈妈，您知道这一支牙膏里装有多少牙膏吗？ 不知道。 我刚刚才知道，它能从沙发边挤到房门口。
夫妻婚姻平等争议：落叶归属大讨论,扫掉,落叶,妻子：如果我们的婚姻是平等的话，你就应该把地上的落叶扫掉一半。 丈夫：落到地上的一半树叶是你的，亲爱的，我的那一半还在树上呢。
语言区别人类与官僚,区别,语言,阿德勒的区别：语言是我们与低级动物和官僚之间的区别。
英国电信反向举报来电者,报告,来电,所以我打电话给英国电信，我说“我想报告一个讨厌的来电者”，他说“不是你了”。
经理醉酒入厕被怒斥倒酒,倒,酒,经理酒醉，入厕呕吐，恰逢一男正小解，经理怒曰：“说好不喝了怎么还倒酒？” 男闻声急停，不料憋出个屁来，经理大怒：“妈的！谁又开了一瓶？
有人离不开钱，没人离不开谁,离不开,钱,"我常听说有谁离不开钱的,没听说过谁离不开谁的。"
男子自称家中老板实则撒谎,相信,老板,永远不要相信一个说他是家里老板的男人。他也可能对其他事情撒谎。
财富改变角色：老婆变秘书，秘书变老婆,变,老婆,没钱的时候，老婆兼秘书；有钱的时候，秘书兼老婆。
妈妈洗澡被女儿要求缩小,洗,澡,女儿却说：“妈妈，你给我洗个澡也缩小点不就行了吗！”
小孩误认后稷为耶稣引热议,喊,耶稣,偶然路过公园，便听到一小孩在喊“妈妈，看是耶稣！” 我彻底无语！那明明是后稷，结果他妈妈更雷人“不，孩子，那是菩萨！”
拍卖场现寻物启事，竞拍价被抬至210美元,找回,钱包,拍卖场上，拍卖暂时中止，拍卖商宣布道：这个房间里的一位老先生刚刚丢失了一个钱包，里面有1000美元，如果能找回钱包，他愿意出200美元。 一个声音说：210美元。
葬礼后女友开导妻子竟引出惊人真相,想想,晚上,葬礼完毕，女友安慰新寡妇道：“不要往坏的一面想，应该想想好的一面。” 新寡妇想了一会说：“这是20年来我第一次知道他晚上在哪里过。”
病人空缸钓鱼被护士调侃,钓鱼,鱼缸,有一个神经病人天天再空鱼缸前钓鱼。 有一次，护士开玩笑地说：“今天钓几条啊？” 神经病人愤怒地说：“你脑子有病啊，没看到这是空鱼缸啊！”
男生留胡子相亲反被调侃像大爷,留,胡子,男孩子见面之前，听说女孩子喜欢成熟一些的，所以相亲时特别留了几天胡子。 结果女孩子看到后，竟然道：大爷，您儿子没有来吗？
课程先决条件成死循环,提供,课程,只有在所需课程后的学期中才能提供所需课程的先决条件。
汽车销售员懂撒谎时机,知道,谎言,计算机和汽车销售人员的不同之处在于后者知道他们何时撒谎。
孩子调侃妈妈吓唬吃药,吃,警察,米佳不愿意吃药，妈妈吓唬他说：快点吃下去吧，要不我就去叫警察来了。 米佳：妈妈，是警察喜欢吃药吗？
夫妻调侃身材与水土保持,调侃,身材,妇：想当年我的身材就是身材，体格就是体格。正面山明水秀，侧面悬崖峭壁，背面则是柳暗花明，你说是吧？ 夫：对！不过，妳的水土保持做得很失败。
网友吐槽被误解为荡秋千,上吊,荡秋千,哥难过的都要上吊了，你还以为哥在荡秋千。
瑞士公路提醒司机注意，医护正休假,注意,医生,瑞士入境处的公路旁竖着一块牌子，上面写着：请司机多加注意。当前，医生与殡仪馆的工作人员正在休假。
免费咨询，正确答案需付费,提供,答案,如果您需要咨询或建议，我们将免费提供；如果您需要正确的答案，请您另外付费。
罪犯称难找同伙因志同道合者稀缺,找,同伙,法官问一罪犯：你敢肯定，这几起盗窃案都是你一人所为。你没有其他同伙吗？ 是的。要知道，当前能找到一个与你志同道合的人，那是相当困难的。
男子称刹车坏了急骑回家修车,骑着,刹车,一人骑着自行车在街道上疾驶，过往的人群纷纷避让。警察阻止他问：您为什么骑者这么快？那人回答：对不起，我的刹车坏了，所以我想尽快骑回去修理，以免发生意外。！
纽约人吐槽劫车烦恼,烦恼,劫车,在纽约唯一让我烦恼的事情就是劫车。
父子打闹引母怒,打,妈,老爸：“你个臭小子，今天非打得你妈都不认得你。” 老妈：“那绝对是瞎扯，我儿子我还能不认识？不信你打打试试看。”
女人与英语、老婆与工作难找引热议,难找,老婆,唯女人与英语难过也，唯老婆与工作难找也！
男子痴迷睡眠艺术,追求,艺术,睡眠是一门艺术--谁也无法阻挡我追求艺术的脚步！
裤子失去皮带后懂得依赖,失去,皮带,当裤子失去皮带，才懂得什麽叫做依赖。
溃疡真相：不是食物问题，是吃自己,吃,溃疡,溃疡不是因为我们吃什么而是因为吃了我们。
理发师失误催生新发型,出现,发型,理发师出现了错误，或许会创造一种新发型。
自习课上老师不在竟无人在场,说,教室,甲：你们班里有多少人上自习课？ 乙：加上老师一共31人。 甲：就是说，老师不在时是30人了？ 乙：不，老师不在时教室里一个人都没有。
小科长十年后成老科长,成为,科长,你别看你现在是小科长， 十年之后你肯定是个成功的老科长。
副总深夜回家被妻子调侃下属归来,嚷道,下属,小张刚升任酒店副总，兴奋不己。 深夜回家摸黑入房时，还激动地嚷道：“我是副总经理！” 这时他老婆在床上说：“上床吧，你下属小张就快回来了。”
学生问老师划重点，老师反讽学医不该只讲病不是重点,划,重点,同学去找老师划重点，老师说：你学医的划什么重点，难道病人找你看病，你给他说你的病不是重点，你回家长个重点再来看。
顾客质疑照片变形原因,照,样子,小华对照相馆的服务员说：叔叔，怎么把我照成了这个样子？ 长什么样，照什么样！ 难道我长得模模糊糊吗？
十亿中国人对胜负漠不关心,在意,中国人,无论你的胜利多么伟大，或者你的失败多么悲惨 - 大约十亿中国人不会在意。
聪明人从敌人处获益超朋友,获得,傻瓜,一个聪明人从他的敌人那里获得更多的用处，而不是他朋友的傻瓜。
儿子买手机被宰，竟没给钱,买,手机,“孩儿他爸，咱儿子买手机被宰了！” “啊？他给了多少钱？” “他没给钱。”
丈夫拖货被罚，妻子怒问两千块不陪睡,陪,睡,做点小生意，拖货差两千块，晚上回家找老婆拿。 老婆让住一晚在走，工地早上还有活要干我就说不住了。 谁知老婆幽幽的说：“两千块都不陪我睡一晚。。”
女孩学柔道反讽父辈偏见,敢,娶,小青说要去学柔道，她父亲极力反对，说道：“女孩子学了柔道谁还敢娶你呢？” 她毫不犹豫的回答：“看谁敢不娶！”
孩子用放屁报复哥哥被曝光,放屁,名字,妈妈：儿子你干什么呢？哭什么啊？ 儿子：妈妈，哥哥老欺负我，我把他的名字写在我的内裤上，我天天放屁崩他。
分手后互发生日祝福被嘲作狗屎行为,发,生日,俩人彻底分手了之后，任何一方在对方每年生日时发短信送祝福，以此证明：你看咱俩虽然分手了，但我还记得你，甚至还记得你的生日。是完全没有必要的狗屎行为，你把人家当烈士陵园了？
丈夫吐槽妻子夸女儿像自己,夸,鼻子,妻子：虽然是女儿，但你看这鼻子、这嘴多象你呀，漂亮吧！ 丈夫：哼，最重要的东西还不是象你！
爱滋病称呼引出家庭趣事,招惹,舅妈,二蛋说：舅，爱滋病多难听啊！ 他舅说：难听是难听点，可这样就没人敢招惹你舅妈了啊！
罗纳尔多被拿来对比喉宝与西瓜霜,帮助,喉宝,如果将来你的孩子问：“爸爸，罗纳尔多是谁？” 你将如何回答？ 有人说：“就是他帮助金嗓子喉宝轻松击败西瓜霜含片。”
半数婚姻以离婚告终，另一半却在死亡结束,结束,婚姻,令人遗憾的是，这个国家50％的婚姻以离婚告终。但是，嘿，另一半在死亡结束。你可能是幸运儿之一！
卖煤男被讽喊错商品名引发冲突,喊,鸡蛋,卖煤的和一卖鸡蛋的打架，众问何故？ 卖鸡蛋的说：有他这样的吗？我一喊：鸡蛋？他马上就：卖煤(没)了！
批斗会上丈夫揭发妻子作风问题,批斗,作风,又一次批斗会上―― 孙正德，你有没有作风问题？ 有！ 几个？ 一个！ 多少回？ 没法说。 跟谁？ 王冬青――我老婆！
